STNCode|Name of Monitoring Location|State_Name|Temperature_Min|Temperature_Max|pH_Min|pH_Max|Conductivity_Min(μmhos/cm)|Conductivity_Max(μmhos/cm)|BOD_Min (mg/L)|BOD_Max (mg/L)|Nitrate N_Min (mg/L)|Nitrate N_Max (mg/L)|Faecal Coliform_Min (MPN/100ml)|Faecal Coliform_Max (MPN/100ml)|Total Coliform_Min (MPN/100ml)|Total Coliform_Max (MPN/100ml)|Total Dissolved Solids_Min (mg/L)|Total Dissolved Solids_Max (mg/L)|Fluoride_Min(mg/L)|Fluoride_Max(mg/L)|Arsenic_Min (mg/L)|Arsenic_Max (mg/L)
3207|BOREWELL OF GIDC, JHAGADIA|GUJARAT|29|29|7.7|7.8|1731|2193|1|1|0.3|0.5|2|2|2|2|908|1342|0.4|0.8|-|-
3230|BOREWELL OF GIDC, JUNAGADH|GUJARAT|29|30|7.2|7.8|2509|3840|1.1|1.4|1.1|1.58|2|2|2|2|2142|2716|0.2|0.8|0.001|0.003
3222|BOREWELL OF GIDC, PANOLI|GUJARAT|26|30|7.4|7.4|5212|5238|1|1|0.3|0.3|2|2|2|2|2704|3312|0.2|1.4|-|-
3239|BOREWELL OF GIDC, SOJITRA|GUJARAT|29|30|7.9|8.1|3115|3146|1|1|0.4|0.47|2|2|2|2|2076|2086|0.7|1|0.001|0.001
3220|BOREWELL OF GIDC-NADIAD ATGIDC OFFICE, GIDC NADIAD, KHEDA|GUJARAT|29|33|7.1|8|2172|3283|1|1|0.3|2.02|2|2|2|2|1460|1756|0.8|0.9|0.001|0.001
3233|BOREWELL OF KALIAWADI GRIDROAD, NAVSARI|GUJARAT|31|31|8.2|8.2|2530|2530|2.8|2.8|0.3|0.3|2|2|2|2|1538|1538|0.6|0.6|0.001|0.001
3237|BOREWELL OF L & T LTD., PLOT NO. 144/146, SARKHEJ-BAVLAROAD, SANAND, AHMEDABAD|GUJARAT|30|32|7.3|8.1|3460|4367|1|1|0.3|0.7|2|2|2|2|1956|2388|0.5|0.8|0.001|0.001
3236|BOREWELL OF M/S ALFA ECA (I) LTD., UNIT-1, SR.NO. 249, UMA IND. ESTATE, VASNA , IYAVA,SANAND, AHMEDABAD|GUJARAT|28|29|7.6|7.9|1917|2028|1|1|0.91|1.3|2|2|2|2|1072|1240|0.7|0.9|0.001|0.001
4411|BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK, NEW SMASHAN ROAD,GANDHINAGAR|GUJARAT|26|26|7.7|7.9|2817|3740|1|1.2|0.3|0.3|2|2|2|2|1384|1448|0.2|0.2|0.001|0.001
4412|BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR, OPP. MSW DUMPSITE,VIBHAPAR|GUJARAT|25|26|6.7|7.4|4590|8115|1|1|0.3|0.3|2|2|2|2|3488|3580|0.2|0.2|0.001|0.001
3247|BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD., PLOT NO. 3059, ROAD NO.6, NR. MAHAVIR CIRCLE, PHASE-III,GIDC, DARED, JAMNAGAR|GUJARAT|26|26|7.5|7.9|2410|2631|1|1.1|0.3|0.33|2|2|2|2|1386|1414|0.2|0.2|0.001|0.001
3221|BOREWELL OF TOWN RAJPIPLA,DIST.NARMADA|GUJARAT|29|29|7.5|7.6|619|853|1|1|0.3|0.3|2|2|2|2|388|550|0.2|0.4|-|-
3213|BOREWELL, CETP-NARODA,GIDC, NARODA-AHMEDABAD|GUJARAT|27|28|7.5|8.4|2480|2536|1|1|0.3|0.81|2|2|2|2|1154|1374|0.2|0.9|0.001|0.001
3224|DEESA BOREWELL|GUJARAT|27|30|7.6|7.9|820|1128|1|1|0.36|1.4|2|2|2|2|364|622|0.9|1|0.001|0.001
3229|GIDC, DAHOD, DAHOD|GUJARAT|27|29|7.7|8.3|1716|1888|1|1|0.31|0.6|2|2|2|2|1120|1198|1.2|1.2|0.001|0.001
3228|GIDC, HALOL, PANCHMAHAL|GUJARAT|27|29|7.9|8.5|2399|3100|1|1|0.3|0.6|2|2|2|2|1412|1520|1.3|1.4|0.001|0.001
1954|GROUND WATER AT BHUJ|GUJARAT|30|30|7.4|7.7|2940|3180|1.4|1.7|0.3|0.31|2|2|2|2|2310|2420|0.6|0.7|-|-
1960|GROUND WATER AT DAHOD|GUJARAT|27|29|8.1|8.3|1195|1356|1|1|0.4|0.7|2|2|2|2|680|680|0.7|1.6|0.001|0.001
1961|GROUND WATER AT GODHARA|GUJARAT|27|29|7.8|8.4|1170|1240|1|1|0.9|0.93|2|2|2|2|680|850|0.7|1|0.001|0.001
1958|GROUND WATER ATHIMATNAGAR|GUJARAT|25|26|7.8|7.8|965|1114|1|1|0.3|0.92|2|2|2|2|554|616|0.5|0.5|0.001|0.001
1953|GROUND WATER AT JAMNAGAR|GUJARAT|26|26|7.1|7.1|1452|1789|1|1|0.3|0.31|2|2|2|2|746|860|0.2|0.3|0.001|0.001
1950|GROUND WATER AT JUNAGADH|GUJARAT|28|29|7.3|7.4|890|1153|1.2|1.4|1.1|1.19|2|2|2|2|712|796|0.2|0.2|0.001|0.003
1956|GROUND WATER AT MEHASANA|GUJARAT|29|29|7.5|8.1|3267|3267|1|1|0.3|0.83|2|2|2|2|1330|1736|0.5|0.7|0.001|0.001
1959|GROUND WATER AT NADIAD|GUJARAT|29|33|7.6|8.4|1407|1868|1|1|0.7|1.86|2|2|2|2|1084|1460|0.8|1.3|0.001|0.001
1955|GROUND WATER AT PALANPUR|GUJARAT|30|32|7.2|7.6|1079|1559|1|1|0.8|2.2|2|2|2|2|788|1070|0.8|0.9|0.001|0.001
1951|GROUND WATER AT RAJKOT|GUJARAT|28|28|7.3|7.3|786|786|1.5|1.5|1.1|1.1|2|2|2|2|620|620|0.2|0.2|0.004|0.004
1957|GROUND WATER AT SIDDHPUR(DIST.PATAN)|GUJARAT|27|28|7.8|7.9|1644|1743|1|1|0.3|2.4|2|2|2|2|926|942|0.9|1|0.001|0.001
1952|GROUND WATER ATSURENDRANAGAR|GUJARAT|26|30|7.6|7.6|2640|3518|1.2|1.6|1.2|1.2|-|-|-|-|1986|3016|0.2|0.2|0.005|0.005
3208|JILLA PANCHAYAT SCHOOL, NEAR GRAM PANCHAYAT KATA FALIA, VILLAGE NAMDHA,VALSAD|GUJARAT|25|27|7.4|7.5|562|676|1|1|0.3|0.4|2|2|2|2|288|402|0.2|0.3|0.001|0.001
1965|MORA-HAJIRA (INDUSTRIAL),HAJIRA|GUJARAT|30|30|7.6|8.4|1168|1439|1|2.1|0.3|0.5|2|2|2|2|712|804|0.5|0.7|0.001|0.001
1964|PANDESARA (INDSTRIAL) SURAT|GUJARAT|30|31|7.8|7.9|2201|3494|1.6|2.9|0.3|0.9|2|2|2|2|1338|2132|0.5|0.7|0.001|0.001
3226|PATAN BOREWELL|GUJARAT|29|29|8|8|1832|1832|1|1|0.38|0.38|2|2|2|2|1012|1012|1|1|0.001|0.001
1969|SARIGAM VILLAGE (D/S OFINDUSTRIALAREA), VAPI|GUJARAT|29|29|7.5|7.7|958|1025|1|1|0.3|0.38|2|2|2|2|498|608|0.2|0.5|0.001|0.001
1962|VADODARA (INDUSTRIAL- NANDESARI)|GUJARAT|28|30|7.2|8.3|5050|5248|1.7|3.1|0.58|0.9|2|2|2|2|3280|3410|0.7|1.1|0.001|0.001
1968|VAPI INDUSTRIAL AREA IN D/S,VAPI|GUJARAT|27|27|7.9|8|622|882|1|1|0.3|0.4|2|2|2|2|414|442|0.2|0.3|0.001|0.001
3227|VIJAPUR (RANASAN) BOREWELL|GUJARAT|30|30|7.1|8.2|1765|1775|1|1|0.3|0.31|2|2|2|2|848|862|0.5|0.7|0.001|0.001
3225|VISNAGAR BOREWELL|GUJARAT|29|29|7.8|8.5|1245|1801|1|1|0.3|0.3|2|2|2|2|582|958|0.6|0.9|-|-
3|WELL AT AHMEDABAD|GUJARAT|33|33|8.5|8.5|2704|2704|1|1|0.4|0.4|2|2|2|2|1648|1648|0.4|0.4|0.001|0.001
2094|WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M/S INDUSTRIAL CARBON ATANKLESHWAR- RAJPIPLA ROAD.|GUJARAT|29|29|7.1|7.3|5864|7630|1|1|0.3|0.3|2|2|2|2|3622|4930|0.2|0.6|-|-
6|WELL AT BARODA|GUJARAT|30|30|7.3|8.5|1298|1442|1|1|0.3|0.3|2|2|2|2|826|910|0.9|1|0.001|0.002
2090|WELL AT OLPAD.|GUJARAT|28|30|7.4|7.8|13790|14110|1|2.9|0.3|0.6|2|2|2|2|8384|8606|0.2|0.6|0.001|0.001
2093|WELL OF BARDOLI AT RESTHOUSE.|GUJARAT|29|30|7.8|8.1|1294|2039|1|2|0.3|0.7|2|2|2|2|786|1242|0.2|0.2|0.001|0.001
3219|WELL OF IDAR, NAGAR PALIKA,SAKARIA, IDAR|GUJARAT|25|26|6.9|8.1|382|1515|1|1|0.34|0.9|2|2|2|2|210|910|0.9|0.9|0.001|0.001
3218|WELL OF MODASA, NAGAR PALIKA, VARIGRUH, MODASA|GUJARAT|25|26|7.2|8|1003|1323|1|1|0.38|1|2|2|2|2|588|734|0.7|0.8|0.001|0.001
4832|BOREWELL IN THE PREMISES OFCETP, MURTHAL, SONEPAT|HARYANA|5.2|5.2|7.4|7.4|810|4330|1.8|5|0.3|5.6|3200|3200|30|8400|464|2360|2.1|2.1|-|-
4833|BOREWELL IN THE PREMISES OFDCRUST, MURTHAL, SONEPAT|HARYANA|-|-|8.3|8.3|973|973|1.4|1.4|0.3|0.3|-|-|20|20|530|530|2|2|-|-
4844|BOREWELL NEAR POSCO COMPANY, SECTOR - 14, PHASE - II, VILLAGE PATHUHERA, HSIIDC,IMT, BAWAL|HARYANA|33.1|33.1|7.4|7.4|1590|1590|-|-|-|-|160|160|2100|2100|748|748|-|-|-|-
4843|GEPIL, VILLAGE PALI, MOHABATABAD CRUSHER ZONE,FARIDABAD|HARYANA|13|23|7.2|7.3|654|1140|1|1|-|-|2|2|2|2|360|630|0.2|0.2|-|-
4828|GROUND WATER AT JHAJJAR|HARYANA|-|-|7.8|7.8|318|796|1|4.5|1|1|490|490|3500|3500|220|478|0.3|0.3|0.001|0.001
4830|HANDPUMP NEAR JLN CANALNEAR TILYAR LAKE AT ROHTAK|HARYANA|-|-|8.1|8.2|940|990|1|1|-|-|-|-|-|-|568|592|-|-|-|-
4829|HANP PUMP NEAR WATER WORKS OF PHED, DELHI- ROHTAK ROAD, SAMPLA, DIST.ROHTAK|HARYANA|-|-|8|8.1|1380|1510|1|1|-|-|-|-|-|-|840|896|-|-|-|-
4856|TUBEWELL AT ASSAM OILPETROL PUMP, NEAR ROHTAK ROAD BYPASS, PANIPAT|HARYANA|-|-|8.5|8.5|1156|1156|1.5|1.5|0.3|0.3|-|-|30|30|328|328|0.7|0.7|-|-
4852|TUBEWELL AT FAUJI DHABA, GTKARNAL ROAD, PANIPAT|HARYANA|-|-|8.3|8.3|1788|1788|1|1|0.3|0.3|-|-|20|20|978|978|-|-|-|-
4841|TUBEWELL AT GARHI, HODAL ,PALWAL|HARYANA|-|-|7.2|7.2|4510|4510|1|1|0.3|0.3|-|-|-|-|2480|2480|0.7|0.7|-|-
4840|TUBEWELL AT HATHIN, PLAWAL|HARYANA|-|-|7.7|7.7|5740|5740|1|1|0.3|0.3|-|-|-|-|3160|3160|1.2|1.2|-|-
4839|TUBEWELL AT PRITHLA, PALWAL|HARYANA|-|-|7.2|7.5|3140|4190|1|1|0.3|0.3|-|-|-|-|1730|2310|0.7|0.8|-|-
4854|TUBEWELL NEAR 20 MLD STP, VILLAGE JATTAL ROAD, PANIPAT|HARYANA|-|-|8.3|8.3|1160|1160|1|1|0.3|0.3|-|-|10|10|630|630|0.7|0.7|-|-
4853|TUBEWELL NEAR 25 MLD STP,SEWAH, PANIPAT|HARYANA|-|-|8.1|8.1|1655|1655|1.2|1.2|0.3|0.3|-|-|20|20|904|904|0.7|0.7|-|-
4855|TUBEWELL NEAR 5 MLD STP,SAMALKHA, PANIPAT|HARYANA|-|-|8.3|8.3|1291|1291|1.4|1.4|0.3|0.3|-|-|20|20|710|710|0.7|0.7|-|-
4842|TUBEWELL NEAR POLICESTATION|HARYANA|-|-|7.2|7.7|2380|2750|1|1|-|-|2|2|2|2|1310|1510|0.2|0.6|-|-
4836|TUBEWELL NO. 1, NEARUPSTREAM GHAGGAR RIVER, VILLAGE CHIALI|HARYANA|-|-|7.5|7.8|912|982|-|-|-|-|-|-|-|-|510|587|-|-|-|-
4837|TUBEWELL NO. 2, NEAR GURUDWARA, VILLAGE BHATIA|HARYANA|-|-|7.8|8|1150|1240|-|-|-|-|-|-|-|-|698|750|-|-|-|-
4434|BOREWELL OF DIC UNA AT IA JEETPUR BEHRI|HIMACHAL PRADESH|21.5|23|7.2|7.5|373|417|1|1|0.3|0.53|2|2|33|33|238|276|0.2|0.2|-|-
1877|GROUND WATER AT BADDIINDUSTRIAL AREA|HIMACHALPRADESH|23|28|7.9|8.1|491|632|1|1|-|-|2|2|2|2|248|348|0.2|0.2|0.001|0.001
1559|GROUND WATER ATBAROTIWALA|HIMACHALPRADESH|24|24|8.1|8.1|591|591|1|1|-|-|2|2|2|2|324|324|-|-|0.001|0.001
1878|GROUND WATER ATBAROTIWALA INDUSTRIAL AREA|HIMACHALPRADESH|23|25|7.5|8.1|529|599|1|1|-|-|2|2|2|2|310|315|0.2|0.2|0.001|0.001
1561|GROUND WATER AT DAMTAL|HIMACHALPRADESH|19|19|6.7|7.3|354|714|1|1|0.3|0.3|-|-|-|-|243|466|0.2|0.2|-|-
1873|GROUND WATER ATDHARAMSHALA KANGRA D/S OF MSW DUMPING SITE|HIMACHAL PRADESH|14|18|6.9|7.4|287|370|1|1|0.3|0.59|-|-|-|-|196|254|0.2|0.2|-|-
1880|GROUND WATER AT KALA AMBINDUSTRIAL AREA|HIMACHALPRADESH|-|-|7.2|7.7|603|724|1|1|0.47|2.1|2|2|2|2|369|441|0.2|0.7|0.001|0.001
1882|GROUND WATER AT MEHATPURINDUSTRIAL AREA|HIMACHALPRADESH|22|23.5|6.8|7.3|628|661|1|1|0.3|0.45|2|2|33|33|434|441|0.2|0.2|-|-
1560|GROUND WATER AT NALAGARH|HIMACHAL PRADESH|23|23|8.2|8.2|981|981|1|1|-|-|2|2|2|2|512|512|-|-|0.001|0.001
1879|GROUND WATER AT NALAGARHINDUSTRIAL AREA|HIMACHALPRADESH|24|24|7.9|7.9|660|660|1|1|-|-|2|2|2|2|342|342|-|-|0.001|0.001
1881|GROUND WATER AT PAONTA SAHIB INDUSTRIAL AREA|HIMACHAL PRADESH|22|24|7.7|7.9|252|593|1|1|0.4|0.51|2|2|2|2|152|362|0.2|0.2|-|-
1876|GROUND WATER AT PARWANOO INDUSTRIAL AREA|HIMACHAL PRADESH|13|18|7.9|7.9|322|682|1|1|-|-|2|2|2|2|221|388|0.2|0.2|0.001|0.001
1872|GROUND WATER AT SHIMLA D/SOF MSW DUMPING SITE|HIMACHALPRADESH|9|14|7.4|7.8|5880|7259|5.8|90|0.7|6.9|1600|1600|1600|1600|349|437|0.3|0.9|0.01|0.01
1874|GROUND WATER AT SOLAN-D/SOF MSW DUMPING SITE SALOGRA|HIMACHAL PRADESH|19|19|8.1|8.4|348|783|1|1|-|-|2|2|2|2|198|272|0.2|0.2|0.001|0.001
1883|GROUND WATER AT UNAINDUSTRIAL AREA|HIMACHALPRADESH|23.5|27|7.5|7.6|543|642|1|1|0.3|0.47|2|2|25|25|374|422|0.2|0.2|-|-
4483|GROUND WATER SUPPLYSCHEME (MC UNA)|HIMACHALPRADESH|24|26|7.1|7.5|413|513|1|1|0.3|0.34|2|2|31|31|293|359|0.2|0.2|-|-
2632|HAND PUMP AT BILASPUR TOWN|HIMACHAL PRADESH|18|20|7.3|7.6|563|806|1|1|1.21|3.8|2|2|2|2|372|556|0.2|0.2|-|-
2641|HAND PUMP AT CHAMBA TOWN|HIMACHALPRADESH|11|14|7.1|7.4|469|682|1|1|0.3|0.3|-|-|-|-|310|421|0.2|0.2|-|-
2639|HAND PUMP AT CHAMUNDADEVI TEMPLE/ TOWN|HIMACHALPRADESH|18|18|6.9|8|148|223|1|1|0.3|0.47|-|-|-|-|99|144|0.2|0.2|-|-
2638|HAND PUMP AT CHINTPURNI TEMPLE/ TOWN|HIMACHAL PRADESH|22|22|7.4|7.4|362|362|1|1|0.34|0.34|2|2|31|31|226|226|0.2|0.2|-|-
2630|HAND PUMP AT HAMIRPURTOWN|HIMACHALPRADESH|-|-|7.4|7.8|497|532|1|1|0.3|0.3|-|-|-|-|337|341|0.2|0.2|-|-
2637|HAND PUMP AT JWALAJITEMPLE|HIMACHALPRADESH|19|19|6.8|7.2|559|614|1|1|0.3|0.3|2|2|2|2|348|423|0.2|0.2|-|-
2646|HAND PUMP AT KALA AMB|HIMACHALPRADESH|-|-|6.9|6.9|580|580|1|1|2.2|2.2|2|2|2|2|354|354|0.8|0.8|-|-
2648|HAND PUMP AT KEYLONG|HIMACHALPRADESH|9|9|7.7|7.7|305|305|1|1|0.3|0.3|2|2|2|2|216|216|0.5|0.5|-|-
2629|HAND PUMP AT MANDI TOWN|HIMACHALPRADESH|20|24|7.4|8|344|504|1|1|0.3|0.7|2|2|2|2|229|336|0.2|0.2|-|-
2631|HAND PUMP AT NADAUN TOWN|HIMACHALPRADESH|-|-|6.9|7.7|456|511|1|1|0.3|0.3|2|2|17|17|311|321|0.2|0.2|-|-
2645|HAND PUMP AT NAHAN|HIMACHAL PRADESH|-|-|7.2|7.3|607|779|1|1|0.3|2.1|2|2|2|2|378|476|0.4|1|-|-
2635|HAND PUMP AT RAMPUR|HIMACHALPRADESH|-|-|7.8|7.8|2391|2391|1|1|1|1|-|-|-|-|120|120|0.3|0.3|0.01|0.01
2640|HAND PUMP AT SANSARPUR TERRACE IA|HIMACHAL PRADESH|-|-|7.4|7.9|235|391|1|1|0.3|0.99|-|-|-|-|158|252|0.2|0.2|-|-
2628|HAND PUMP AT SHAMSHI|HIMACHAL PRADESH|21|21|7.3|7.3|342|342|1|1|0.52|0.52|2|2|2|2|232|232|0.2|0.2|-|-
2647|HAND PUMP AT TAHLIWAL IA|HIMACHALPRADESH|25|25|7.7|7.7|482|539|1|1|0.3|0.3|2|2|26|26|323|361|0.2|0.2|-|-
4456|HANDPUMP AT VILLAGE MUGIANEAR SHIV TEMPLE|HIMACHALPRADESH|12|15|6.4|7.1|316|422|1|1|0.3|0.34|-|-|-|-|211|278|0.2|0.2|-|-
4478|INFTING WATER SUPLY SCHEME SAMSHI, NEAR SABJI MANDI BHUNTAR, TEHSIL KULLU, DISTTKULLU|HIMACHAL PRADESH|11|18|7.1|7.6|214|270|1|1|0.9|1.7|22|49|130|170|144|178|0.2|0.2|-|-
4467|LIFT WATER SUPPLY SCHEME FOR DHARAMSHALA TOWN, NEAR HOTEL DHAULADHARHEIGHTS DARI, DHARAMSHALA|HIMACHAL PRADESH|16|16|7.1|7.4|209|526|1|1|0.31|0.5|2|2|22|27|141|352|0.2|0.2|-|-
4468|WATER SUPPLY SCHEME DARI, MELA GROUND DARI,DHARAMSHALA|HIMACHAL PRADESH|15|15|6.9|7|164|212|1|1|0.3|0.3|2|2|21|31|112|135|0.2|0.2|-|-
4472|WATER SUPPLY SCHEMENAGROTA TOWN, NEAR POLICE STATION, NAGROTA BAGWAN|HIMACHAL PRADESH|19|19|6.7|6.9|164|208|1|1|0.3|0.3|2|2|26|26|111|139|0.2|0.2|-|-
1558|WELL AT BADDI|HIMACHALPRADESH|24|24|8.1|8.1|1150|1150|1|1|-|-|2|2|2|2|544|544|-|-|0.001|0.001
1555|WELL AT KALA AMB,|HIMACHALPRADESH|-|-|7.3|8|562|597|1|1|0.45|2.1|2|2|2|2|343|364|0.2|0.8|0.001|0.001
1556|WELL AT PAONTA SAHIB|HIMACHALPRADESH|23|24|6.9|7.9|534|701|1|1|0.46|1.5|2|2|2|2|316|428|0.2|0.9|-|-
1557|WELL AT PARWANOO|HIMACHALPRADESH|15|19|8|9.1|678|720|1|1|-|-|2|2|2|2|392|410|0.2|0.2|0.001|0.001
1562|WELL AT UNA|HIMACHALPRADESH|24|26.5|7.2|7.9|378|509|1|1|0.3|0.3|2|2|32|32|249|351|0.2|0.2|-|-
4068|BABA TALAB (ANCIENT POND) AT MISHRIWALA (WETLAND)|JAMMU & KASHMIR|24|24|8|8|340|340|1.2|1.2|-|-|-|-|-|-|200|200|-|-|-|-
4072|BOREWELL IN SMAILPUR NEARCHRISTIAN HOSPITAL|JAMMU &KASHMIR|23|23|7.4|7.4|360|360|-|-|-|-|-|-|-|-|210|210|-|-|-|-
4065|BOREWELL NEAR INDUSTRIAL AREA BARI-BRAHMNA|JAMMU & KASHMIR|24|24|7.7|7.7|348|348|-|-|-|-|-|-|-|-|204|204|-|-|-|-
4064|BOREWELL NEAR INDUSTRIAL AREA GANGYAL|JAMMU & KASHMIR|22|22|7.6|7.6|334|334|-|-|-|-|-|-|-|-|196|196|-|-|-|-
4066|BOREWELL NEAR INDUSTRIALAREA SAMBA|JAMMU &KASHMIR|18|18|7.3|7.3|496|496|-|-|-|-|-|-|-|-|292|292|-|-|-|-
4073|BOREWELL NEAR MAIN CHOWK,SMAILPUR|JAMMU &KASHMIR|23|23|7.9|7.9|420|420|-|-|-|-|-|-|-|-|248|248|-|-|-|-
2759|DUGWELL ATGAGHWAL(KATHUA DISTT)|JAMMU &KASHMIR|20|20|6.9|6.9|600|600|-|-|-|-|-|-|-|-|35|35|-|-|-|-
2760|MALADHAR TALAB(POND)HATLI(KATHUA)|JAMMU &KASHMIR|24|24|7.5|7.5|340|340|3.3|3.3|-|-|-|-|-|-|200|200|-|-|-|-
2762|R.S. PURA TEHSIL, JAMMU|JAMMU &KASHMIR|21|21|8.3|8.3|560|560|1.7|1.7|-|-|-|-|-|-|326|326|-|-|-|-
2761|TUBE WELL KATHUA SICOPINDUSTRIAL AREA KATHUA|JAMMU &KASHMIR|22|22|7.3|7.3|475|475|-|-|-|-|-|-|-|-|280|280|-|-|-|-
4492|HAND PUMP NEAR GARBAGEDUMP, RAKSHIBANDH DUMKA|JHARKHAND|16|35|7.4|8.2|240|260|1.2|2|-|-|-|-|-|-|200|240|-|-|-|-
4493|HOLY POND AT VILLAGE SIKATIA|JHARKHAND|15|34|7.5|7.6|260|292|2|2.8|-|-|-|-|-|-|270|290|-|-|-|-
3564|BOREWELL WATER NEAR MANGALIJYOTHI SCHOOL MSWSITE VAMMANJOOR|KARNATAKA|27|28|6.7|7.3|138|179|3|3|3.74|7.8|32|900|280|1600|112|156|0.1|0.2|-|-
19|WELL AT ALWAYE, KERALA|KERALA|21|28|5.9|7.8|185|211|1.6|2.8|0.3|0.4|40|1400|84|4000|105|129|0.2|0.2|-|-
2323|WELL AT BRAHMAPURAMM.S.W. DUMPARK (ERNAKULAM)|KERALA|27|30|6.1|6.4|164|198|1|3.2|0.3|0.3|70|310|630|940|90|110|0.2|0.3|-|-
2316|WELL AT CHELLORA TRENCHINGGROUND (KANNUR)|KERALA|27|28|4.3|6|37|100|1|1|0.3|0.3|40|79|200|450|24|63|0.2|0.2|-|-
1584|WELL AT CHERTHALA, ALLEPPY,KERALA|KERALA|29|30|7.6|7.8|197|274|2.2|2.8|0.3|0.3|2|100|2|310|128|162|0.2|0.2|-|-
22|WELL AT CHUNGAPALLY, KERALA|KERALA|29|30|5.5|6.4|112|132|1|1|0.3|2.76|2|84|40|120|65|75|0.2|0.2|-|-
1586|WELL AT EDAYAR ERNAKULAMDISTT., KERALA|KERALA|27|28|5.9|6.4|231|420|3.2|4|0.3|0.4|220|700|700|1200|120|230|0.2|0.3|-|-
2308|WELL AT FATHIMAPURAM(CHANGANASSERY)|KERALA|28|30|6.3|6.4|147|218|1|1|0.3|0.6|310|400|630|920|87|125|0.2|0.2|-|-
2324|WELL AT HAZARDOUS WASTE DUMP (AMBALAMUGHAL)|KERALA|29|31|5.1|5.4|113|128|1|4|0.3|0.3|5|340|58|3200|65|70|0.2|0.3|-|-
2315|WELL AT K.M.M.L. (KOLLAM)|KERALA|21|25|6.4|7.8|210|211|1.2|1.6|0.3|0.4|40|40|84|100|129|178|0.2|0.2|-|-
1587|WELL AT KALAMASSERYERNAKULAM DISTT. , KERALA|KERALA|29|30|5.7|5.8|246|403|3|3.6|0.3|0.3|2|8|20|400|135|220|0.2|0.3|-|-
1591|WELL AT KANNUR (MUNICIPALITY) KANNURDISTTM , KERALA|KERALA|28|28|4.9|5.6|90|116|1|1.2|0.3|0.3|40|84|270|540|56|68|0.2|0.2|-|-
3475|WELL AT KARIMBAM, KANNUR|KERALA|27|28|5.2|5.5|64|71|1|1|0.3|0.3|10|31|63|79|46|46|0.2|0.2|-|-
2309|WELL AT KAROOR (PALA)|KERALA|25|29|5.7|5.7|68|75|1|1|0.3|0.9|100|490|200|1000|42|47|0.2|0.2|-|-
2327|WELL AT KARUKAMANI|KERALA|27|28|7.1|7.6|670|875|1|1.2|0.69|1.6|260|300|500|700|416|538|0.4|0.4|-|-
1583|WELL AT KUNDARA, KOLLAM DISTT. , KERALA|KERALA|22|24|6.8|6.9|163|184|1.2|1.3|0.3|0.4|20|20|80|82|95|130|0.2|0.2|-|-
2314|WELL AT KUREEPUZHA (KOLLAM)|KERALA|21|23|6.2|7.1|165|195|1.3|1.4|0.3|0.4|30|40|70|140|96|138|0.2|0.2|-|-
2321|WELL AT LALOOR (THRISSUR)|KERALA|25|27|4.1|5.9|242|250|1|1.4|0.3|0.8|2|2|2|2|138|158|0.2|1|-|-
1589|WELL AT MALAPURAM , KERALA|KERALA|22|24|6.8|7.1|330|403|1|1.7|0.3|0.8|70|79|110|180|188|236|0.4|0.8|-|-
2320|WELL AT MANJERI|KERALA|22|23|7.2|7.6|195|281|1|1.3|0.3|0.81|25|40|70|84|116|164|0.2|0.5|-|-
1590|WELL AT MAVOOR, KOZHIKKODEDISTT. , KERALA|KERALA|29|30|6.1|6.7|89|96|1|1|0.3|0.6|310|1400|390|1700|50|55|0.2|0.2|-|-
1582|WELL AT NEDUMANGAD,THIRUVANANTHAPURAM, KERALA|KERALA|26|26|6.8|7.2|205|266|3.3|6|0.3|0.3|200|310|600|840|120|156|0.2|0.2|-|-
2322|WELL AT OLLUR (THRISSUR)|KERALA|20|28|5.2|5.9|170|250|1.6|1.7|0.3|0.8|490|490|920|920|100|150|0.2|0.3|-|-
1581|WELL AT PAPPANAMKODE,THIRUVANANTHAPURAM, KERALA|KERALA|26|26|6.5|6.6|143|178|1|3.1|0.3|0.3|100|100|310|400|84|105|0.2|0.2|-|-
3474|WELL AT PAYANOOR, KANNUR|KERALA|27|29|6.7|7|102|225|1|1|0.3|0.3|20|49|230|260|58|142|0.2|0.2|-|-
1592|WELL AT PAYYANNUR, KANNUR DISTT. , KERALA|KERALA|27|29|6.2|6.4|158|394|1|1|0.3|0.3|2|63|120|350|92|226|0.2|0.3|-|-
35|WELL AT PUNALUR, KERALA|KERALA|22|25|6|6.6|142|154|1|1.1|0.3|0.5|10|31|80|94|100|105|0.2|0.2|-|-
1588|WELL AT PUNKUNNAM TRISSUR DISTT. , KERALA|KERALA|25|28|4.8|5.6|185|269|1|1.4|0.3|0.3|200|200|840|840|115|172|0.2|0.2|-|-
2317|WELL AT PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY|KERALA|26|30|5.4|5.5|198|310|1|1.1|0.3|0.3|20|40|150|240|116|180|0.2|0.2|-|-
2313|WELL AT SARVODAPURAM,ALAPPUZHA|KERALA|29|30|7.4|8|155|213|2.4|2.8|0.3|0.3|2|400|100|700|102|120|0.2|1.1|-|-
